symbol,companyName,growthRevenue,growthNetIncome,growthEBITDA,growthEPS,growthEPSDiluted,revenue,netIncome,ebitda,marketCap,peRatio,eps,returnOnEquityTTM,freeCashFlowToEquityTTM,workingCapitalTTM,netDebtToEBITDATTM
ELAN,Elanco Animal Health Incorporated,0.0049807561693457,1.274573517465475,7.647321428571429,1.272,1.272,4439000000,338000000,1489000000,10954742129,25.06,0.88,0.0674253311065366,-3309000000,2222000000,2.4034053700065487
ELAT,Elanco Animal Health Inc,0.0049807561693457,1.274573517465475,-0.2300613496932515,1.272,1.272,4439000000,338000000,251000000,0,0,0,0.2905192838000544,-2582000000,2222000000,1.8378325585118904
NGL,NGL Energy Partners LP,-0.5013080438624145,1.2738548224409585,0.5025518514496689,0.719626168224299,0.719626168224299,3469186000,39368000,594991000,806717239,-10.52,-0.6,0.1730389073000213,3717000,116834000,0.1947602244330844
TVE,Tennessee Valley Authority PARRS A 2029,0.0215696034511365,1.27,-0.4509610645638245,1.26999726999727,1.26999726999727,12314000000,1135000000,2228000000,12647250,null,null,0.0074219976592161,1094000000,-1655000000,0.5345945945945946
TKO,"TKO Group Holdings, Inc.",0.6742654188020308,1.267067874073864,0.1067169808850698,1.2790697674418603,1.1272093023255814,2804341000,9408000,676307000,15347277149,76.27,2.45,0.0509304130288512,-1325588000,295605000,1.8198324068531968
HAS,"Hasbro, Inc.",-0.1734455259528711,1.2589135835627476,2.020041705282669,1.2581547064305685,1.256290773532153,4135500000,385600000,880500000,10755835818,-19.22,-3.99,-0.7438049560351718,-1938700000,996400000,-37.008230452674894
AVNT,Avient Corporation,0.0310551100929107,1.239101717305152,0.3032703117015841,1.240963855421687,1.2439024390243902,3240400000,169500000,510100000,2986968701,25.29,1.29,0.0508712068541356,-1396200000,757100000,3.782725715683876
BRSL,Brightstar Lottery,-0.0067220245156188,1.2307692307692308,0.0151785714285714,1.2179487179487178,1.2207792207792207,2512000000,348000000,1137000000,3371779107,-28.64,-0.58,0.1230378944030442,-4438000000,2929000000,6.038592508513053
SPXC,"SPX Technologies, Inc.",0.1393866299104066,1.2302558398220245,0.419226599204915,1.203045685279188,1.2072538860103628,1983900000,200500000,392700000,9073199427,43.12,4.5,0.147360690993653,-639500000,452600000,2.0645086166744293
LCII,LCI Industries,-0.0115197389141007,1.225516005919464,0.3477092117431308,1.2086614173228347,1.222222222222222,3741208000,142867000,343930000,2231443807,15.39,5.98,0.1095781354794232,-714044000,873947000,3.1536264065267834
DASH,"DoorDash, Inc.",0.2416907932831499,1.2204301075268815,8.691176470588236,1.2112676056338028,1.204225352112676,10722000000,123000000,523000000,110279598795,141.84,1.82,0.0955819361155305,2644000000,5039000000,-0.5825242718446602
FIS,"Fidelity National Information Services, Inc.",0.0301088393856169,1.2178812922614577,0.1652323580034423,1.1261034047919294,1.1261034047919294,10127000000,1450000000,3385000000,35412043735,271.16,0.25,0.0072846712954682,-11551000000,-3078000000,3.5596093076702098
AVTR,"Avantor, Inc.",-0.026352049603858,1.2158206166303331,0.3467565597667638,1.1875000000000002,1.2127659574468088,6783600000,711500000,1478200000,10498775595,15.25,1.01,0.1150749142044027,-3237200000,-61100000,2.688235294117648
ROOT,"Root, Inc.",1.5857142857142856,1.2096336499321574,1.9411764705882355,1.19140625,1.1787109375,1176500000,30900000,88000000,1038847861,14.84,5.14,0.3972985561248253,631900000,982700000,-3.689799331103679
PLTR,Palantir Technologies Inc.,0.2878613688375613,1.2027403788871678,1.2305635272632405,1.149437052200614,1.08105147864184,2865507000,462190000,341990000,419896915700,595.58,0.31,0.146403500754802,2400439000,5800753000,-1.15714804288441
TTD,"The Trade Desk, Inc.",0.2562591207119807,1.1966916284788198,0.8321846364160657,1.1621621621621625,1.1666666666666667,2444831000,393076000,514657000,25423811868,62.65,0.83,0.1518807158592032,1308758000,2104731000,-0.9689155131499158
JWN,"Nordstrom, Inc.",0.021983257333424,1.1940298507462686,0.2504743833017078,1.1566265060240966,1.1219512195121952,15016000000,294000000,1318000000,4124015297,14.172413793103448,1.74,0.3017131168499105,-2497000000,601000000,2.479389312977099
PK,Park Hotels & Resorts Inc.,-0.036693847294292,1.1855670103092784,0.0190336749633967,1.3181818181818183,1.2954545454545456,2599000000,212000000,696000000,2209044131,42.5,0.26,0.0161841646320195,-4173000000,229000000,9.544086021505375
UGI,UGI Corporation,-0.1924283154121863,1.1790945406125166,2.505643340857788,1.1773743016759777,1.1745810055865922,7210000000,269000000,1334000000,7247244226,17.84,1.89,0.0888841635213439,-6161000000,-753000000,5.278976818545164
PGR,The Progressive Corporation,0.2135850393827618,1.172687676146554,1.0663368150998718,1.1860816944024204,1.1884498480243162,75343000000,8480000000,11276000000,128432529810,12.03,18.21,0.4676648405613637,16472900000,106543000000,0
VEON,VEON Ltd.,0.0827474310438074,1.1641613924050631,0.0558904109589041,1.1597222222222223,1.1619718309859155,4004000000,415000000,1476000000,3570159294,3.73,13.56,0.839632714072176,-3251653580,-383000000,1.804671968190855
EZPW,"EZCORP, Inc.",0.1072989520905284,1.1603879052596002,0.6190580722410697,1.1948051948051948,1.0754716981132075,1161602000,83095000,162262000,1051935524,14.08,1.29,0.1130861433884576,-167819000,915372000,1.547972626724175
SSP,The E.W. Scripps Company,0.0945784225473982,1.1542735475593595,1.961026492167228,1.085304054054054,1.085304054054054,2509772000,146218000,575553000,207824022,4.7,0.5,0.0806272458710944,130819000,131716000,0.2400590321729195
PFSI,"PennyMac Financial Services, Inc.",-0.4197628490156694,1.1528522840393762,0.115812534193597,1.1141868512110726,1.1313868613138685,1593731000,311423000,473167000,6860365700,18.38,7.22,0.124888309245024,-7154259000,-6684303000,5.029111705763442
WDS,Woodside Energy Group Ltd,-0.0582392453908818,1.1524096385542169,0.0913688081829674,1.1363636363636362,1.1494252873563218,13179000000,3573000000,9496000000,30116915560,10.32,1.54,0.0831104479292772,-9247000000,4088000000,0.8995230194939859
QNST,"QuinStreet, Inc.",0.7826993353044919,1.1502345919376975,6.302830352491752,1.146140350877193,1.141578947368421,1093711000,4707000,30539000,846572722,187.38,0.08,0.0203856910378967,174231000,82482000,-3.068076885294214
AXON,"Axon Enterprise, Inc.",0.3343546699267443,1.1448831798296764,1.3832939777827464,1.119148936170213,1.0779220779220775,2082525999,377034000,437027000,57775342618,180.38,4.08,0.1343409888722995,-1259475000,2531291000,4.298122367857859
MLCO,Melco Resorts & Entertainment Limited,0.2285853084579631,1.1331916065092378,0.2598892351736537,1.4,1.4,4638213000,43543000,1028023000,1154154718,59.43,0.14,-0.0421967663184871,-6336817000,190587000,6.028828278561412
AHCO,AdaptHealth Corp.,0.0189983241551951,1.1331899631018052,4.920977725304078,1.1165413533834587,1.1148775894538607,3260975000,90422000,670844000,1267740077,17.35,0.54,0.0523765250749522,-1650299000,35909000,2.9132030248416045
PIPR,Piper Sandler Companies,0.1648625293140512,1.1185153992817958,0.5863539179034497,1,1.0645161290322582,1525914000,181114000,253750000,6181605392,29.44,11.87,0.1743886126786296,39783000,404954000,-0.0298289493562519
GPJA,Georgia Power Company 5% JR SUB NT 77,0.1198853528365289,1.1158653846153843,0.4936056105610561,0.787924662718732,0.7781735607106283,11331000000,4401000000,7241000000,215978157,0.14,162.609,0.1549906903877227,-51807000000,-14570000000,7.97794028031688
DIS,The Walt Disney Company,0.0277059101442102,1.1121495327102804,0.207910164313434,1.108527131782946,1.108527131782946,91361000000,4972000000,14629000000,200793250469,17.5,6.38,0.1110371461598171,-25348000000,-10908000000,2.0545717785944984
MKSI,MKS Inc.,-0.0099392600773053,1.1032047800108638,1.7429787234042553,1.1023222060957911,1.1019593613933236,3586000000,190000000,873000000,9599707889,36.19,3.95,0.1105224888334891,-3498000000,1652000000,5.066750629722922
GT,The Goodyear Tire & Rubber Company,-0.0592046247383634,1.1015965166908563,1.016355140186916,1.0991735537190084,1.0991735537190084,18878000000,70000000,1726000000,2070976385,4.93,1.47,0.0833460076045627,-8740000000,1184000000,3.979116075764935
AFRM,"Affirm Holdings, Inc.",0.3880384795688676,1.1007924566930047,0,1.0958083832335328,1.089820359281437,3224412000,52186000,711991000,24340483930,502.6,0.15,0.0180495747657357,-5897131000,9578519000,11.061064466770942
IFF,International Flavors & Fragrances Inc.,0.0004355780120219,1.0947368421052632,2.604417670682731,1.0944333996023856,1.0944333996023856,11484000000,243000000,1598000000,16891881509,-42.8,-1.54,-0.0279556124626547,-5474000000,2705000000,7.467821782178218
OSCR,"Oscar Health, Inc.",0.565435113764268,1.0939393043940782,1.421244038999448,1.0901639344262295,1.0784426229508195,9177941000,25432000,89305000,4888413930,-27.96,-0.69,-0.138166278046427,3500598000,-552337000,23.649566407093847
AA,Alcoa Corporation,0.1380534279843078,1.0921658986175116,6.012903225806451,1.0767123287671232,1.0767123287671232,12184000000,60000000,1087000000,10206418381,9.3,4.24,0.195463073511854,-404000000,1898000000,0.5105091078935077
CRTO,Criteo S.A.,-0.0082874869514143,1.0911770780525358,0.5902119704780817,1.1473684210526318,1.1590909090909092,1933289000,111374000,245842000,1110673513,8.66,2.37,0.1283783403108009,334616000,192448000,-0.304716922460318
FLUT,Flutter Entertainment plc,0.1915182357930449,1.0891980360065467,1.4670750382848392,1.0347826086956522,1.0347826086956522,14048000000,109000000,1611000000,42954235653,119.57,2.04,0.033824717285945,-5785000000,-232000000,3.551345962113659
NXST,"Nexstar Media Group, Inc.",0.0960875734846949,1.0867052023121386,0.2358859698155394,1.21734693877551,1.2163561076604554,5407000000,722000000,2211000000,5781975043,9.97,19.13,0.3772125539193812,1838000000,568000000,-0.2837706511175898
VIK,Viking Holdings Ltd,0.1323405002406329,1.081939048248136,1.730916001301146,1.0835266821345708,1.0696055684454755,5333882000,152331000,811164000,26778701949,31.95,1.89,-3.285463379255999,-2435067000,-1945597000,2.233652244984196
DNUT,"Krispy Kreme, Inc.",-0.0122809743645706,1.081608437705999,0.578160469088516,1.0795652173913044,1.0778260869565215,1665397000,3095000,213432000,681376000,-1.5,-2.65,-0.4394024969369268,-1539381000,-303053000,-5.250173177517253
INFA,Informatica Inc.,0.0281213169838762,1.079268536034418,0.4045399287187211,1.0765116279069766,1.073720930232558,1640018000,9931000,338518000,7585427267,-829.67,-0.03,-0.0032161627105341,-380887000,973141000,2.6591414524697266
OKTA,"Okta, Inc.",0.1533362792752982,1.0788732394366196,1.56734693877551,1.0783410138248848,1.0276497695852536,2610000000,28000000,139000000,15004644822,106.04,0.84,0.0258551036897387,784000000,919000000,0.2277580071174377
TOST,"Toast, Inc.",0.2833117723156533,1.0772357723577235,1.423529411764706,1.0739130434782609,1.0685106382978724,4960000000,19000000,108000000,22366810551,98.36,0.39,0.1387856257744733,1683000000,1423000000,-4.607843137254902
RYN,Rayonier Inc.,0.194964108415576,1.0700950470624175,0.4372760709592294,1.0252100840336136,1.042735042735043,1262997000,359147000,543562000,3591734727,9.4,2.48,0.3916773824060167,31721000,618050000,0.3221806319800213
ESI,Element Solutions Inc,0.0530173152751585,1.0677392040643523,0.4534917415241959,1.0612244897959184,1.0612244897959184,2456900000,244200000,501600000,6325524473,26.44,0.99,0.0964657965751432,-822400000,1099300000,2.061393596986817
PR,Permian Resources Corporation,0.6023407402945247,1.067370555903138,0.640902667673764,0.1323529411764705,0.1693548387096773,5000734000,984701000,3617132000,8745972768,8,1.56,0.1232547818164255,-1382313000,-679876000,0.9499750164243876
LYFT,"Lyft, Inc.",0.3139318860138855,1.0669487541137752,2.075118538588544,1.0632954545454545,1.0626136363636365,5786016000,22784000,203163000,8319857628,89,0.23,0.123178021276155,2200745000,-1159155000,-4.541228314245107
BANC,"Banc of California, Inc.",0.2464871190482054,1.0668135052921406,1.136815512072345,1.0390977443609022,1.0228974020255397,1872544000,126888000,290056000,2640775106,16.49,1.03,0.059934803607023,-2753935000,2632098000,7.4499557154194305
LNW,"Light & Wonder, Inc.",0.09855272226051,1.0613496932515338,0.2160356347438752,1.106145251396648,1.102857142857143,3188000000,336000000,1092000000,6370707019,19.21,3.95,0.4957386363636363,-4484000000,540000000,4.26774483378257
CNMD,CONMED Corporation,0.0500271541778871,1.0543756496377543,0.4141066205312843,1.0428571428571427,1.088235294117647,1307015000,132423000,272183000,1478409033,13.49,3.54,0.1137189270714791,-699648000,362942000,3.74248536798524
LTH,"Life Time Group Holdings, Inc.",0.1824430556263599,1.05408674388336,0.3450755770409205,0.9743589743589745,1,2620995000,156240000,632164000,5700099003,25.4,1.02,0.0841740393160121,-3804505000,-200635000,5.755485136740224
NNI,"Nelnet, Inc.",0.0178080107939363,1.048905662057756,0.6865834065051283,1.1004184100418408,1.1004184100418408,1846662000,184045000,361111000,4799825225,14.68,9.04,0.0966829288327324,-7143163000,-533765000,11.880002475707125
LE,"Lands' End, Inc.",-0.0744124989473741,1.0476952036974687,2.879829564368301,1.0488997555012225,1.0488997555012225,1362935000,6233000,84707000,486742466,88.61,0.18,0.0261270475063961,-9100000,154523000,0.1799405217522241
XPO,"XPO Logistics, Inc.",0.0423553719008264,1.0476190476190477,0.3790697674418604,1.049079754601227,1.0187499999999998,8072000000,387000000,1186000000,14810937179,43.52,2.89,0.2071450015010507,-3788000000,24000000,3.2959866220735785
LITE,Lumentum Holdings Inc.,0.2102707474985285,1.0473924977127174,1.9403794037940376,1.0467980295566504,1.045566502463054,1645000000,25900000,104100000,12532996128,498.06,0.36,0.0273900169204737,-2077900000,1324500000,19.56419868791003
FL,"Foot Locker, Inc.",-0.0220372184133202,1.0363636363636364,2.305,1.0371428571428571,1.0371428571428571,7988000000,12000000,261000000,2294782065,-6.047858942065491,-3.97,-0.1404724984037216,-2464000000,883000000,-66.75675675675676
UI,Ubiquiti Inc.,0.334487085751028,1.034295348039776,0.6136675877186212,1.0328151986183074,1.0310880829015543,2573545000,711922000,836280000,44502495929,62.71,11.73,1.7989699025305173,479752000,462367000,0.1720951965900007
NOC,Northrop Grumman Corporation,0.0443624331891066,1.0301556420233462,0.6171671790021281,1.0921149594694175,1.0946045824094606,41033000000,4174000000,6839000000,86429405875,21.83,27.74,0.2604117732817131,166000000,1387000000,0.2379797403338564
HUBS,"HubSpot, Inc.",0.2107209834902291,1.0281320284481186,2.7439170861391884,1.0272727272727271,1.0272727272727271,2627543000,4628000,129226000,24748372974,-1956.96,-0.24,-0.0061693960284448,947052000,1022684000,-2.535213940103096
PODD,Insulet Corporation,0.2206705556537623,1.0276296655356276,0.3093325092707045,1.016891891891892,0.9659863945578232,2071600000,418300000,423700000,22589668407,97.54,3.29,0.1843379138038725,-42000000,1247000000,1.0422293150012276
IESC,"IES Holdings, Inc.",0.2133288070512408,1.0234559692671394,0.917645217721788,1.187772925764192,1.1784140969162995,2884358000,219116000,343107000,8676003242,33.43,13.07,0.3887426675236369,214117000,466281000,-0.0739116922610654
DLX,Deluxe Corporation,-0.032158138177041,1.0215160796324656,0.0796460700057924,1,1,2121761000,52802000,365322000,867631786,15.1,1.28,0.0603751039524773,-1234450000,-21148000,4.682154028182487
LLY,Eli Lilly and Company,0.3199674130599781,1.0208381039615295,0.7773057260907117,1.0171526586620925,1.0189655172413796,45042700000,10590000000,15227600000,742373926932,54.06,15.27,0.8836205654572289,-31465000000,10834100000,1.857734989268968
CRBG,"Corebridge Financial, Inc.",-0.8561993234172797,1.019927536231884,1.4166099387338325,1.1686046511627906,1.1754385964912282,2678000000,2230000000,3550000000,17371375446,-47.44,-0.68,-0.0273139893013454,-7488000000,48979000000,13.019886363636363
OWL,Blue Owl Capital Inc.,0.3256042938124564,1.0165246673904642,0.3689118892526163,0.701619778346121,0.7255936675461744,2295427000,109584000,866038000,27208526672,151.64,0.11,0.0342051556320065,-2488495000,324106000,4.390209383192634
CRS,Carpenter Technology Corporation,0.0425408558901329,1.0160857908847185,0.6287657920310982,0.9973333333333334,1.0054054054054054,2877100000,376000000,670400000,15663398350,38.46,8.17,0.2267843438219493,-218300000,1295300000,0.6853569421023047
KLAR,Klarna Group plc,0.2117219445706497,1.0120481927710845,2.388888888888889,1.0097205346294047,1.0097205346294047,2667000000,3000000,427000000,14207492184,-128.03,-0.3,-0.0678793256433007,6303000000,524000000,-31.42763157894737
FLO,"Flowers Foods, Inc.",0.0024862350540088,1.010403837427886,0.520121573866824,1.0344827586206895,1.0172413793103448,5103487000,248116000,525655000,2648174942,12.06,1.04,0.1551011913206682,-1693923000,151419000,4.066160898482304
HES,Hess Corporation,0.2269051469888688,1.003617945007236,0.452052052052052,0.9955752212389382,1,12896000000,2769000000,7253000000,46072102062,20.66158113730929,7.21,0.2022477012146668,-7059000000,226000000,1.2390480521449143
RBA,"RB Global, Inc.",0.1643113381889336,1.0004842615012106,0.4427632265470103,0.933333333333333,0.9326923076923074,4284200000,413100000,1382600000,18886592400,50.13,2.03,0.0738575761747326,-2839416390,424141726,2.827068107379617
BX,Blackstone Inc.,0.5290988781769269,0.99622397331186,1.1667452245638368,0.967391304347826,0.967391304347826,11374228000,2776508000,6495445000,185579092758,44.3,3.49,0.3433088422832305,-6179142000,-2942330000,1.4146235868974508
MTX,Minerals Technologies Inc.,-0.0236877275450481,0.9869203329369798,0.3480762315713772,1.0115830115830118,1.003875968992248,2118500000,167100000,374900000,1873467886,5971,0.01,-0.0009588876902792,-569400000,581800000,4.105427323767935
TILE,"Interface, Inc.",0.0429330843172165,0.9530965698497204,0.2802706879397091,0.9605263157894736,0.9733333333333332,1315658000,86946000,181431000,1641125830,17.36,1.62,0.1842829743847781,-155171000,419538000,1.4638214009472446
AMZN,"Amazon.com, Inc.",0.1099089224666614,0.9473459326211996,0.3849242746247288,0.91864406779661,0.906896551724138,637959000000,59248000000,123815000000,2391179941268,34.13,6.57,0.2384375609299075,-62717000000,4499000000,0.5302058254588975
VIRT,"Virtu Financial, Inc.",0.2544618777669398,0.9460911318257345,0.3194178060709513,1.0985915492957747,1.0915492957746482,2876949000,276415000,1388236000,5052398740,7.62,4.4,0.3112159737240494,-7693216000,234920000,4.755229145391984
AEO,"American Eagle Outfitters, Inc.",0.0127109318727348,0.9370964137428104,0.3948899310090373,0.9655172413793104,0.9534883720930232,5328652000,329380000,665389000,2805944612,16.25,1.02,0.1206922417947535,-1383467000,487717000,3.2067674522351783
MELI,"MercadoLibre, Inc.",0.3753226980869795,0.9361702127659576,0.4287050023375409,0.9190427698574336,0.9478036175710592,20777000000,1911000000,3056000000,109562604086,53.51,40.39,0.4306240167802831,2518163000,4312000000,1.3350296861747244
IP,International Paper Company,-0.0157009938676252,0.9340277777777778,-0.1579418344519015,0.9277108433734942,0.8045977011494254,18619000000,557000000,1882000000,25802484983,-814.5,-0.06,-0.0020182766160228,-9377000000,2378000000,4.318563432835821
AMD,"Advanced Micro Devices, Inc.",0.1369047619047619,0.9215456674473068,0.267293323692456,0.9056603773584904,0.8867924528301886,25785000000,1641000000,5258000000,410449625822,150.55,1.68,0.0488412272349299,4599000000,14676000000,-0.1000719942404607
NU,Nu Holdings Ltd.,0.4479470822490591,0.9136871318641864,0.7929927657956782,0.8636363636363635,0.904761904761905,11104464000,1972112000,2872326000,76533939868,33.7,0.47,0.274853263254166,19321510000,-5229850000,-4.773575658604164
MMS,"Maximus, Inc.",0.0818534687346576,0.8969664754746836,0.0702206389788956,0.89811320754717,0.8973384030418252,5306197000,306914000,488499000,4942989456,16.3,5.38,0.1825350994073164,-1864545000,898880000,2.655040942566228
BOX,"Box, Inc.",0.0504836948718418,0.8958165416330832,0.1112222287585544,1.028985507246377,1.0298507462686568,1090130000,244621000,113338000,4802713059,26.31,1.26,1.370177277589602,787810000,189581000,-4.182928742122697
DOW,Dow Inc.,-0.0371565595446192,0.8947368421052632,0.3120159880089933,0.9146341463414636,0.9146341463414636,42964000000,1116000000,5252000000,17586419640,-15.41,-1.61,-0.0657621707901037,-15369000000,9542000000,5.032171581769437
BFAM,Bright Horizons Family Solutions Inc.,0.1107227230191001,0.8932193547515834,0.2221004391285533,0.8906249999999999,0.8749999999999999,2686013000,140191000,344537000,5737801350,33.08,3.05,0.130985011329131,-1328937000,-366306000,4.1869730269730265
DLB,"Dolby Laboratories, Inc.",0.2621321030299787,0.8835431138037291,0.1782418915652209,0.885,0.8928571428571429,1273721000,360642000,258326000,6455639664,24.86,2.71,0.1027374165640559,976562000,931795000,-1.5905778911518471
HESM,Hess Midstream LP,0.1083129039447292,0.8811129848229342,0.1169993117687543,0.1895734597156397,0.1971153846153846,1491900000,223100000,1136100000,7106457711,12.58,2.69,0.5063533507397737,-3043500000,-62600000,3.1086810792693145
HURN,Huron Consulting Group Inc.,0.0879710885751972,0.8666431921125498,0.2646320966904767,0.963855421686747,0.9655172413793104,1521805000,116626000,204663000,2649165193,26.71,5.73,0.2047435981100411,-448919000,243550000,3.122865883746176
TDW-WTA,Tidewater Inc. Series A,0.3325296910350154,0.8588876884292843,0.4763297010198738,0.8297872340425533,0.8297872340425533,1345835000,180656000,473642000,0,0,0,0.1773970997310617,30293000,381033000,0.5333547386329519
TDW-WTB,Tidewater Inc. Series B,0.3325296910350154,0.8588876884292843,0.4763297010198738,0.8297872340425533,0.8297872340425533,1345835000,180656000,473642000,0,0,0,0.1773970997310617,30293000,381033000,0.5333547386329519
TDW,Tidewater Inc.,0.3325296910350154,0.8588876884292843,0.450515216112443,0.8297872340425533,0.8478260869565216,1345835000,180656000,458621000,2440467680,12.84,3.84,0.1773970997310617,30293000,381033000,0.5333547386329519
BCO,The Brink's Company,0.0281664136544536,0.8574686431014823,0.1112664243779703,0.936842105263158,0.9411764705882352,5011900000,162900000,795000000,4806161313,31.09,3.71,0.7055507372072853,-2711200000,1037400000,3.912637503197749
STRL,"Sterling Infrastructure, Inc.",0.0727740034245516,0.8568461288810356,0.6295747427326944,0.8514412416851441,0.8626126126126124,2115756000,257461000,451943000,11531537784,41.2,9.2,0.3549474027684458,790768000,336068000,-0.7114994757077945
SNPS,"Synopsys, Inc.",0.1500537917355173,0.8403139147629702,0.1755305717986306,0.8292079207920792,0.8320707070707071,6127436000,2263380000,1941357000,86218013529,62.64,7.41,0.1431332494759631,-11311448000,2151421000,6.842565815918851
TDC,Teradata Corporation,-0.0452809601745771,0.8387096774193549,0.1183206106870229,0.9032258064516128,0.901639344262295,1750000000,114000000,293000000,2021355000,18.93,1.13,0.7432432432432432,53000000,-141000000,0.8075471698113208
NTRS,Northern Trust Corporation,0.3102463582717781,0.8342815858394292,0.6082213965895018,0.9253438113948922,0.9232283464566928,15875600000,2031100000,3376300000,24101094990,14.69,8.58,0.1352198805048125,46918100000,-67809700000,-14.639144335673556
CAH,"Cardinal Health, Inc.",-0.018732337861013,0.8321596244131455,0.583078491335372,0.8620689655172415,0.8695652173913043,222578000000,1561000000,3106000000,38658807800,25.14,6.44,-0.5204634491956323,-2803000000,-2524000000,1.4980682549903412
ESS,"Essex Property Trust, Inc.",0.0629299836168192,0.827196451672519,0.3649206283959327,0.8275316455696203,0.8259493670886073,1774450000,741522000,1627055000,17045168463,21.27,12.44,0.1443622359390718,-5736300000,-418963000,4.1033654196659
HLF,Herbalife Nutrition Ltd.,-0.0136891592920353,0.7883263009845288,0.0557859809207797,0.7569444444444444,0.7605633802816902,4993100000,254300000,509100000,859901396,2.62,3.18,-0.412462719715718,-1853500000,8600000,3.265441057893888
LH,Labcorp Holdings Inc.,0.0696701091961584,0.784688995215311,0.34230028160664,0.8520833333333335,0.8532494758909854,13008900000,746000000,1811300000,23225619000,30.78,9.08,0.0925263237633512,-4636900000,1370400000,3.153710436270317
ZBRA,Zebra Technologies Corporation,0.0866055846422338,0.7837837837837838,0.2299605781865965,0.779513888888889,0.7797202797202798,4981000000,528000000,936000000,15701999532,29.16,10.59,0.1538245614035087,-599000000,740000000,1.498452012383901
VST,Vistra Corp.,0.246670526925304,0.7809778968519759,0.5580589254766031,0.9724517906336088,0.9553072625698324,19377000000,2659000000,7192000000,68262130676,32.34,6.23,0.4623650709134033,-15934000000,-950000000,2.651439770842756
RVLV,"Revolve Group, Inc.",0.0572573333121241,0.760649447543255,1.0554344667247892,0.7948717948717947,0.8157894736842104,1129911000,49557000,56582000,1612757209,36.48,0.62,0.1016972369933889,337067000,387443000,-4.265316637521859
SBLK,Star Bulk Carriers Corp.,0.3330868278643882,0.7553642628315933,0.3967691066180009,0.6193181818181819,0.5999999999999999,1265458000,304654000,504857000,2001635829,17.87,0.98,0.0504527359213415,-677174000,238330000,2.507650598322713
CLS,Celestica Inc.,0.2116568270317799,0.7512274959083469,0.4275741710296684,0.7745098039215687,0.7783251231527095,9646000000,428000000,736200000,34120995321,64.76,4.58,0.2980769230769231,-221800000,1450200000,0.6573770491803279
PSTG,"Pure Storage, Inc.",0.11924697795996,0.7409437131999151,0.2688540800503404,0.65,0.631578947368421,3168164000,106739000,282301000,30677937296,228.76,0.41,0.105453530979631,1214483000,885535000,-2.1158417101412392
HQY,"HealthEquity, Inc.",0.2002697113908044,0.7357660827110856,0.1951978641436745,0.7076923076923077,0.7031250000000001,1199774000,96703000,337543000,8373328160,58.48,1.65,0.068549940803718,-115913000,376257000,1.850943149619115
ATGE,Adtalem Global Education Inc.,0.1285064481034321,0.7332226909495018,0.2972371310984423,0.806916426512968,0.7905604719764012,1788290000,237065000,435297000,5500443709,25.2,6.07,0.1665016153954207,-286827000,-91737000,1.3968269794293524
HOLX,"Hologic, Inc.",-0.0000248114331083,0.731359649122807,0.1671168737619305,0.8108108108108107,0.8142076502732238,4030300000,789500000,1296200000,16456781810,30.7,2.41,0.1150765576183221,206300000,2458900000,0.7817495779962268
ANF,Abercrombie & Fitch Co.,0.1560290580204953,0.7256425182020158,0.4165767278856706,0.7059724349157733,0.7186495176848875,4948587000,566223000,934527000,3316539376,6.7,10.52,0.4273189811818073,-181798000,451074000,0.5695806142916615
CSL,Carlisle Companies Incorporated,0.0908456691883407,0.7094083919728955,0.1206739902535723,0.8410423452768732,0.8379446640316205,5003600000,1311800000,1356800000,14492926672,18.97,17.87,0.3389780622917389,-964500000,829800000,1.430106683401318
MLM,"Martin Marietta Materials, Inc.",-0.0355614578722148,0.7065868263473054,0.5375403040073699,0.7213983050847459,0.7221041445270986,6536000000,1995000000,3338000000,37463898244,34.42,18.05,0.118815086602277,-4621000000,1374000000,2.5462836297309623
MRX,Marex Group plc Ordinary Shares,0.2306253454066233,0.703125,0.2273887156223419,0.5257731958762887,0.4945054945054946,2894800000,218000000,865800000,2192579823,9.24,3.31,0.1837076768354006,-20600000,5274200000,2.928737274513306
RCL,Royal Caribbean Cruises Ltd.,0.1859712230215827,0.6953447259870359,0.3345757509318132,0.6591251885369532,0.7337559429477021,16485000000,2877000000,6087000000,85956573007,23.55,13.44,0.4541071934965497,-15415000000,-8123000000,2.871694121202962
B,Barrick Mining Corporation,0.1338071422304115,0.6855345911949685,0.3339734972152871,0.6944444444444444,0.6944444444444444,12922000000,2144000000,6946000000,55410678299,20.43,1.59,0.1134469398678168,1849071698,5626493000,-0.0103425219112242
GAP,"The Gap, Inc.",0.0132312445429511,0.6812749003984063,0.476027397260274,0.6470588235294118,0.6417910447761195,15086000000,844000000,1724000000,8705328029,10.11,2.32,0.2703565726450239,-2629000000,2180000000,1.9263038548752835
ALK,"Alaska Air Group, Inc.",0.1255515058507577,0.6808510638297872,0.0007880220646178,0.701086956521739,0.6830601092896175,11735000000,395000000,1270000000,5047138440,17.94,2.44,0.0364077669902912,-2035000000,-6659000000,2.4012121212121214
OHI,"Omega Healthcare Investors, Inc.",0.1070292922273464,0.6777851185068957,0.168054520968275,0.5096153846153846,0.55,1051390000,406326000,947110000,11944550000,24.99,1.62,0.1019244234213289,-3431179000,2446751000,4.1697851894277775
GS,"The Goldman Sachs Group, Inc.",0.1700363408290136,0.6763738844527948,0.3330554664956717,0.788286334056399,0.7726278968080453,126853000000,14276000000,20789000000,237296937480,15.93,49.22,0.1348727325684881,-505879000000,-689000000000,20.54940829666339
